"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State","Region","Starting Median Salary","Mid-Career Median Salary","Mid-Career 10th Percentile Salary","Mid-Career 25th Percentile Salary","Mid-Career 75th Percentile Salary","Mid-Career 90th Percentile Salary"
"wilberforce university",13250,13250,"private",307,"minimally difficult",0.38,"1284","wilberforce","OH",NA,NA,NA,NA,NA,NA,NA
"wheaton college",35190,35190,"private",1651,"very difficult",0.62,"4478","norton","MA",NA,NA,NA,NA,NA,NA,NA
"wheaton college",35190,35190,"private",2456,"very difficult",0.79,"1850","wheaton","IL",NA,NA,NA,NA,NA,NA,NA
"westminster college",25940,25940,"private",1168,"moderately difficult",0.91,"2125","new wilmington","PA",NA,NA,NA,NA,NA,NA,NA
"westminster college",25940,25940,"private",2127,"moderately difficult",0.94,"1938","salt lake city","UT",NA,NA,NA,NA,NA,NA,NA
"westminster college",25940,25940,"private",940,"moderately difficult",0.64,"1789","fulton","MO",NA,NA,NA,NA,NA,NA,NA
"western michigan university",11943,14699,"public",18313,"moderately difficult",0.82,"13613","kalamazoo","MI","Midwestern",42300,73800,40100,52500,103000,135000
"western illinois university",11267,15538,"public",8543,"moderately difficult",0.59,"10191","macomb","IL",NA,NA,NA,NA,NA,NA,NA
"webster university",27225,27225,"private",2621,"moderately difficult",0.47,"2630","st louis","MO",NA,NA,NA,NA,NA,NA,NA
"wayne state university",12979,27453,"public",17280,"moderately difficult",0.81,"11093","detroit","MI","Midwestern",42800,76100,40100,56200,101000,139000
"washington university st. louis",51533,51533,"private",7540,"most difficult",0.17,"29197","st louis","MO",NA,NA,NA,NA,NA,NA,NA
"wartburg college",39730,39730,"private",1482,"moderately difficult",0.68,"4028","waverly","IA",NA,NA,NA,NA,NA,NA,NA
"walsh college",14050,14050,"private",935,"noncompetitive",NA,NA,"troy","MI",NA,NA,NA,NA,NA,NA,NA
"walsh university",29150,29150,"private",2112,"moderately difficult",0.78,"1693","north canton","OH",NA,NA,NA,NA,NA,NA,NA
"wabash college",42250,42250,"private",842,"moderately difficult",0.63,"1284","crawfordsville","IN",NA,NA,NA,NA,NA,NA,NA
"viterbo university",26920,26920,"private",1875,"moderately difficult",0.63,"1770","la crosse","WI",NA,NA,NA,NA,NA,NA,NA
"vandercook college of music",28344,28344,"private",155,NA,NA,NA,"chicago","IL",NA,NA,NA,NA,NA,NA,NA
"valparaiso university",38760,38760,"private",3294,"moderately difficult",0.83,"7484","valparaiso","IN",NA,NA,NA,NA,NA,NA,NA
"urbana university",22452,22452,"private",1461,"moderately difficult",0.65,"495","urbana","OH",NA,NA,NA,NA,NA,NA,NA
"upper iowa university",29600,29600,"private",3991,"moderately difficult",0.94,"1121","fayette","IA",NA,NA,NA,NA,NA,NA,NA
"trine university",31540,31540,"private",3372,"moderately difficult",0.77,"2890","angola","IN",NA,NA,NA,NA,NA,NA,NA
"trinity international university",30750,30750,"private",968,"moderately difficult",0.63,"548","deerfield","IL",NA,NA,NA,NA,NA,NA,NA
"trinity christian college",28675,28675,"private",1193,"moderately difficult",0.7,"884","palos heights","IL",NA,NA,NA,NA,NA,NA,NA
"university of toledo",9975,19313,"public",16247,"noncompetitive",0.94,"10842","toledo","OH","Midwestern",43100,75900,40100,54100,1e+05,133000
"tiffin university",23850,23850,"private",2353,"moderately difficult",0.6,"3653","tiffin","OH",NA,NA,NA,NA,NA,NA,NA
"taylor university",32885,32885,"private",2131,"moderately difficult",0.8,"1775","upland","IN",NA,NA,NA,NA,NA,NA,NA
"franciscan university of steubenville",26430,26430,"private",2090,"moderately difficult",0.79,"1760","steubenville","OH",NA,NA,NA,NA,NA,NA,NA
"stephens college",30344,30344,"private",706,"moderately difficult",0.54,"1153","columbia","MO",NA,NA,NA,NA,NA,NA,NA
"spring arbor university",27750,27750,"private",2435,"moderately difficult",0.69,"1546","spring arbor","MI",NA,NA,NA,NA,NA,NA,NA
"southwest minnesota state university",8619,8619,"public",6451,"minimally difficult",NA,NA,"marshall","MN",NA,NA,NA,NA,NA,NA,NA
"missouri state university",7306,14746,"public",20316,"moderately difficult",0.84,"9038","springfield","MO","Midwestern",36100,69500,33300,46900,102000,134000
"southwest baptist university",23290,23290,"private",2881,"moderately difficult",0.62,"1604","bolivar","MO",NA,NA,NA,NA,NA,NA,NA
"university of southern indiana",7900,18556,"public",7956,"moderately difficult",0.92,"4552","evansville","IN",NA,NA,NA,NA,NA,NA,NA
"southern illinois university edwardsville",11491,25118,"public",11720,"moderately difficult",0.89,"7274","edwardsville","IL",NA,NA,NA,NA,NA,NA,NA
"southern illinois university carbondale",13936,13936,"public",12182,"moderately difficult",0.77,"9084","carbondale","IL","Midwestern",43000,72500,38300,51300,99300,139000
"southeast missouri state university",7185,12720,"public",10693,"moderately difficult",0.83,"5184","cape girardeau","MO",NA,NA,NA,NA,NA,NA,NA
"simpson college",37663,37663,"private",1543,"moderately difficult",0.85,"1265","indianola","IA",NA,NA,NA,NA,NA,NA,NA
"silver lake college of the holy family",27360,27360,"private",357,"minimally difficult",0.55,"481","manitowoc","WI",NA,NA,NA,NA,NA,NA,NA
"siena heights university",25932,25932,"private",2402,"moderately difficult",0.74,"1545","adrian","MI",NA,NA,NA,NA,NA,NA,NA
"university of st. thomas",41133,41133,"private",1814,"moderately difficult",0.77,"942","houston","TX",NA,NA,NA,NA,NA,NA,NA
"university of st. thomas",41133,41133,"private",6111,"moderately difficult",0.83,"6221","st paul","MN",NA,NA,NA,NA,NA,NA,NA
"gustavus adolphus college",44080,44080,"private",2386,"very difficult",0.67,"4657","st peter","MN","Midwestern",44500,80600,NA,49300,101000,NA
"university of indianapolis",28390,28390,"private",4346,"moderately difficult",0.86,"7301","indianapolis","IN",NA,NA,NA,NA,NA,NA,NA
"pontifical college josephinum",22750,22750,"private",78,"minimally difficult",0.75,"8","columbus","OH",NA,NA,NA,NA,NA,NA,NA
"purdue university",9992,28794,"public",30043,"moderately difficult",0.56,"48774","west lafayette","IN","Midwestern",51400,90500,49900,67400,121000,168000
"st. olaf college",46000,46000,"private",3040,"very difficult",0.45,"6041","northfield","MN","Midwestern",45300,86200,41300,61000,120000,185000
"university of illinois springfield",11613,21138,"public",2959,"moderately difficult",0.65,"1467","springfield","IL",NA,NA,NA,NA,NA,NA,NA
"faith baptist bible college & theological seminary",16766,16766,"private",226,"minimally difficult",NA,NA,"ankeny","IA",NA,NA,NA,NA,NA,NA,NA
"franklin college",30920,30920,"private",1016,"moderately difficult",0.78,"1479","franklin","IN",NA,NA,NA,NA,NA,NA,NA
"goshen college",33200,33200,"private",800,"moderately difficult",0.68,"1004","goshen","IN",NA,NA,NA,NA,NA,NA,NA
"hillsdale college",26742,26742,"private",1486,"very difficult",0.45,"1934","hillsdale","MI",NA,NA,NA,NA,NA,NA,NA
"hope college",32780,32780,"private",3234,"moderately difficult",0.84,"3899","holland","MI",NA,NA,NA,NA,NA,NA,NA
"kalamazoo college",46840,46840,"private",1443,"very difficult",0.66,"3626","kalamazoo","MI",NA,NA,NA,NA,NA,NA,NA
"lake forest college",45548,45548,"private",1540,"moderately difficult",0.57,"4227","lake forest","IL",NA,NA,NA,NA,NA,NA,NA
"lawrence university",46101,46101,"private",1532,"very difficult",0.63,"3579","appleton","WI",NA,NA,NA,NA,NA,NA,NA
"madonna university",20700,20700,"private",2629,"moderately difficult",0.6,"972","livonia","MI",NA,NA,NA,NA,NA,NA,NA
"indiana state university",8916,19452,"public",11202,"moderately difficult",0.86,"11101","terre haute","IN",NA,NA,NA,NA,NA,NA,NA
"huntington university",25540,25540,"private",996,"moderately difficult",0.9,"789","huntington","IN",NA,NA,NA,NA,NA,NA,NA
"university of iowa",8964,30608,"public",22354,"moderately difficult",0.81,"24097","iowa city","IA","Midwestern",44700,83900,43300,61100,116000,163000
"marquette university",39900,39900,"private",8238,"moderately difficult",0.84,"13136","milwaukee","WI","Midwestern",48500,88400,49500,67400,121000,184000
"michigan technological university",15074,32318,"public",5829,"moderately difficult",0.76,"5589","houghton","MI",NA,NA,NA,NA,NA,NA,NA
"milwaukee school of engineering",39429,39429,"private",2675,"moderately difficult",0.66,"2686","milwaukee","WI",NA,NA,NA,NA,NA,NA,NA
"michigan state university",14460,39405,"public",39090,"moderately difficult",0.66,"37480","east lansing","MI","Midwestern",46300,85300,44200,61500,119000,170000
"university of missouri columbia",9787,26506,"public",27812,"moderately difficult",0.78,"21988","columbia","MO","Midwestern",41700,81000,43500,57100,111000,156000
"moody bible institute",12960,12960,"private",2928,"moderately difficult",0.89,"816","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"university of notre dame",51505,51505,"private",8530,"most difficult",0.19,"19505","notre dame","IN","Midwestern",56300,116000,66400,85100,163000,235000
"university of missouri st. louis",10275,27327,"public",13923,"moderately difficult",0.71,"1947","st louis","MO","Midwestern",41400,67100,36800,49600,97600,144000
"northwest missouri state university",9572,16136,"public",5628,"moderately difficult",0.74,"5382","maryville","MO",NA,NA,NA,NA,NA,NA,NA
"oakland university",12420,23873,"public",16793,"moderately difficult",0.8,"10162","rochester","MI",NA,NA,NA,NA,NA,NA,NA
"oberlin college",53460,53460,"private",2895,"very difficult",0.28,"8518","oberlin","OH","Midwestern",43400,81600,NA,46400,128000,NA
"truman state university",7656,14440,"public",6039,"moderately difficult",0.68,"5178","kirksville","MO",NA,NA,NA,NA,NA,NA,NA
"eastern illinois university",11678,13868,"public",5957,"moderately difficult",0.47,"8420","charleston","IL",NA,NA,NA,NA,NA,NA,NA
"elmhurst college",36570,36570,"private",2840,"moderately difficult",0.55,"3620","elmhurst","IL",NA,NA,NA,NA,NA,NA,NA
"university of findlay",33320,33320,"private",3661,"moderately difficult",0.73,"2976","findlay","OH",NA,NA,NA,NA,NA,NA,NA
"hiram college",34300,34300,"private",1090,"moderately difficult",0.54,"2521","hiram","OH",NA,NA,NA,NA,NA,NA,NA
"iowa state university",8636,22472,"public",30671,"moderately difficult",0.87,"19433","ames","IA","Midwestern",45400,84600,44400,60000,109000,147000
"otterbein university",31874,31874,"private",2485,"moderately difficult",0.75,"2917","westerville","OH",NA,NA,NA,NA,NA,NA,NA
"north central university",23490,23490,"private",1125,"noncompetitive",NA,NA,"minneapolis","MN",NA,NA,NA,NA,NA,NA,NA
"morningside college",30390,30390,"private",1321,"moderately difficult",0.57,"4561","sioux city","IA",NA,NA,NA,NA,NA,NA,NA
"lake superior state university",11600,11600,"public",2432,"moderately difficult",0.9,"1465","sault sainte marie","MI",NA,NA,NA,NA,NA,NA,NA
"macalester college",52464,52464,"private",2146,"very difficult",0.37,"5946","st paul","MN",NA,NA,NA,NA,NA,NA,NA
"ohio northern university",30990,30990,"private",2259,"moderately difficult",0.69,"3108","ada","OH",NA,NA,NA,NA,NA,NA,NA
"university of rio grande",26130,26130,"private",2106,"noncompetitive",0.73,"1754","rio grande","OH",NA,NA,NA,NA,NA,NA,NA
"st. catherine university",38349,38349,"private",3176,"moderately difficult",0.69,"2853","st paul","MN",NA,NA,NA,NA,NA,NA,NA
"purdue university northwest",7581,17129,"public",14385,"moderately difficult",0.44,"3882","hammond","IN",NA,NA,NA,NA,NA,NA,NA
"rockhurst university",36670,36670,"private",2042,"moderately difficult",0.74,"3038","kansas city","MO",NA,NA,NA,NA,NA,NA,NA
"saint john's university",43356,43356,"private",1754,"moderately difficult",0.88,"1457","collegeville","MN",NA,NA,NA,NA,NA,NA,NA
"quincy university",27770,27770,"private",1140,"moderately difficult",0.63,"1553","quincy","IL",NA,NA,NA,NA,NA,NA,NA
"saginaw valley state university",9819,23063,"public",8397,"moderately difficult",0.76,"6700","university center","MI",NA,NA,NA,NA,NA,NA,NA
"university of st. francis",29430,29430,"private",1362,"moderately difficult",0.49,"1560","joliet","IL",NA,NA,NA,NA,NA,NA,NA
"university of st. francis",29430,29430,"private",1810,"minimally difficult",0.97,"977","fort wayne","IN",NA,NA,NA,NA,NA,NA,NA
"saint louis university",42166,42166,"private",7454,NA,0.65,"12737","st louis","MO",NA,NA,NA,NA,NA,NA,NA
"saint mary's university of minnesota",33560,33560,"private",1590,"moderately difficult",0.79,"1686","winona","MN",NA,NA,NA,NA,NA,NA,NA
"park university",12370,12370,"private",8946,"minimally difficult",NA,NA,"parkville","MO","Midwestern",44300,64300,37200,45600,86400,113000
"northwestern university",52678,52678,"private",8353,"most difficult",0.11,"35100","evanston","IL","Midwestern",52700,95900,51900,69100,144000,205000
"college of the ozarks",19200,19200,"private",1512,"moderately difficult",0.14,"2896","point lookout","MO",NA,NA,NA,NA,NA,NA,NA
"olivet nazarene university",34940,34940,"private",3358,"minimally difficult",0.78,"4305","bourbonnais","IL",NA,NA,NA,NA,NA,NA,NA
"olivet college",26695,26695,"private",1045,"minimally difficult",0.53,"2654","olivet","MI",NA,NA,NA,NA,NA,NA,NA
"ohio state university",10591,29695,"public",45831,"very difficult",0.54,"44845","columbus","OH","Midwestern",44900,83700,45500,60700,116000,162000
"henderson state university",8311,9961,"public",3066,"moderately difficult",0.66,"4072","arkadelphia","AR",NA,NA,NA,NA,NA,NA,NA
"james madison university",10830,27194,"public",19548,"very difficult",0.72,"21304","harrisonburg","VA",NA,NA,NA,NA,NA,NA,NA
"jacksonville state university",9975,19245,"public",7561,"moderately difficult",0.53,"4979","jacksonville","AL",NA,NA,NA,NA,NA,NA,NA
"john brown university",26144,26144,"private",2017,"moderately difficult",0.77,"1206","siloam springs","AR",NA,NA,NA,NA,NA,NA,NA
"northland college",35157,35157,"private",582,"moderately difficult",0.54,"1335","ashland","WI",NA,NA,NA,NA,NA,NA,NA
"university of massachusetts lowell",14800,31865,"public",13639,"moderately difficult",0.6,"11231","lowell","MA","Northeastern",45400,86600,50900,65000,113000,158000
"goucher college",43440,43440,"private",1473,"moderately difficult",0.79,"3443","baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"long island university",36978,36978,"private",4661,"moderately difficult",0.91,"7289","brooklyn","NY","Northeastern",47300,93200,46300,62100,122000,169000
"university of new england",36530,36530,"private",4247,"moderately difficult",0.83,"4883","biddeford","ME",NA,NA,NA,NA,NA,NA,NA
"american academy of art",33100,33100,"private",297,"moderately difficult",NA,NA,"chicago","IL",NA,NA,NA,NA,NA,NA,NA
"art institute of phoenix",NA,NA,"private for profit",NA,NA,NA,NA,"phoenix","AZ",NA,NA,NA,NA,NA,NA,NA
"hamilton technical college",NA,NA,"private for profit",NA,"noncompetitive",NA,NA,"davenport","IA",NA,NA,NA,NA,NA,NA,NA
"bacone college",14850,14850,"private",884,"minimally difficult",NA,NA,"muskogee","OK",NA,NA,NA,NA,NA,NA,NA
"global university",24958,24958,"private",4176,"noncompetitive",NA,NA,"springfield","MO",NA,NA,NA,NA,NA,NA,NA
"beth hatalmud rabbinical college",11750,11750,"private",75,NA,1,"28","brooklyn","NY",NA,NA,NA,NA,NA,NA,NA
"columbia college",NA,NA,"private",936,"minimally difficult",0.51,"1580","columbia","MO",NA,NA,NA,NA,NA,NA,NA
"columbia college",NA,NA,"private",1554,"moderately difficult",0.89,"506","columbia","SC",NA,NA,NA,NA,NA,NA,NA
"columbia college",NA,NA,"private for profit",1750,"noncompetitive",0.54,"967","caguas","PR",NA,NA,NA,NA,NA,NA,NA
"independence university",NA,NA,"private for profit",NA,"noncompetitive",NA,NA,"salt lake city","UT",NA,NA,NA,NA,NA,NA,NA
"california state university monterey bay",7048,18928,"public",6923,"moderately difficult",0.35,"16258","seaside","CA",NA,NA,NA,NA,NA,NA,NA
"carlos albizu university miami",10294,10294,"private",356,"moderately difficult",0.72,"25","miami","FL",NA,NA,NA,NA,NA,NA,NA
"central yeshiva tomchei tmimim-lubavitch",7700,7700,"private",582,NA,1,"260","brooklyn","NY",NA,NA,NA,NA,NA,NA,NA
"rogers state university",6870,15210,"public",3889,"noncompetitive",0.79,"1169","claremore","OK",NA,NA,NA,NA,NA,NA,NA
"jefferson college of health sciences",25850,25850,"private",800,"moderately difficult",0.36,"459","roanoke","VA",NA,NA,NA,NA,NA,NA,NA
"dalton state college",4212,12634,"public",5188,"noncompetitive",NA,NA,"dalton","GA",NA,NA,NA,NA,NA,NA,NA
"edp university of puerto rico",NA,NA,"private for profit",1574,"noncompetitive",0.61,"342","hato rey","PR",NA,NA,NA,NA,NA,NA,NA
"escuela de artes plasticas de puerto rico",4002,6702,"public",555,"moderately difficult",0.84,"91","san juan","PR",NA,NA,NA,NA,NA,NA,NA
"grantham university",6540,6540,"private for profit",7898,"noncompetitive",NA,NA,"lenexa","KS",NA,NA,NA,NA,NA,NA,NA
"haskell indian nations university",NA,NA,"public",894,"minimally difficult",NA,NA,"lawrence","KS",NA,NA,NA,NA,NA,NA,NA
"hebrew theological college",12430,12430,"private",415,"moderately difficult",NA,NA,"skokie","IL",NA,NA,NA,NA,NA,NA,NA
"hobe sound bible college",6490,6490,"private",NA,"noncompetitive",NA,NA,"hobe sound","FL",NA,NA,NA,NA,NA,NA,NA
"holy trinity orthodox seminary",7450,7450,"private",58,"noncompetitive",NA,NA,"jordanville","NY",NA,NA,NA,NA,NA,NA,NA
"kehilath yakov rabbinical seminary",9700,9700,"private",88,NA,NA,NA,"ossining","NY",NA,NA,NA,NA,NA,NA,NA
